user_id,status_id,created_at,screen_name,text,source,display_text_width,favorite_count,retweet_count,hashtags
x1151279928723353602,x1246432367054635009,2020-04-04 13:40:08,loveshepherds_,E ora come cazzo faccio ad aspettare un altro anno per la nuova parte? #LaCasaDePapel,Twitter for iPhone,85,7,0,LaCasaDePapel
x1151279928723353602,x1246433212018147328,2020-04-04 13:43:30,loveshepherds_,"SPOILER #LaCasaDePapel
•
•
•
•
Sono passata dal pensare che Palermo fosse solo un pezzo di merda, soprattutto dopo aver aiutato Gandìa a sostenere che è uno dei migliori personaggi di tutte le stagioni",Twitter for iPhone,201,9,0,LaCasaDePapel
x1151279928723353602,x1246343436451680257,2020-04-04 07:46:45,loveshepherds_,Non si è parlato abbastanza della faccia di Palermo in questa scena. Si vede quanto davvero amasse Berlino #LaCasaDePapel https://t.co/biZRcEEMff,Twitter for iPhone,121,264,52,LaCasaDePapel
x1151279928723353602,x1247487387535642624,2020-04-07 11:32:25,loveshepherds_,Stavo guardando il documentario su #LaCasaDePapel e in effetti la domanda sorge spontanea: com’è possibile che ci siamo tutti innamorati di un pezzo di merda come Berlino?,Twitter for iPhone,171,15,5,LaCasaDePapel
x1151279928723353602,x1246785725376364544,2020-04-05 13:04:15,loveshepherds_,Io che aspetto la quinta stagione con ansia per vedere crepare Arturo e Gandìa #LaCasaDePapel https://t.co/yb1WIA1mny,Twitter for iPhone,93,36,8,LaCasaDePapel
x1151279928723353602,x1246526221112000512,2020-04-04 19:53:05,loveshepherds_,"In fondo Berlino e Nairobi sono così simili. Berlino si sacrifica per gli altri e non entra nel tunnel, Nairobi stuzzica Gandìa nella speranza che lui la uccida perché sa che gli altri in quel caso ucciderebbero lui e non sarebbero più in pericolo. #LaCasaDePapel https://t.co/eDfTnqEtYg",Twitter for iPhone,263,39,2,LaCasaDePapel
x1151279928723353602,x1246184464717406210,2020-04-03 21:15:04,loveshepherds_,"Vorrei solo sottolineare il fatto che anche questa volta è colpa di Tokyo, se non avesse lasciato Rio sull’isola tutto questo non sarebbe successo. #LaCasaDePapel",Twitter for iPhone,162,0,0,LaCasaDePapel
x1151279928723353602,x1246741695921893377,2020-04-05 10:09:18,loveshepherds_,"Quando credevi che non potesse esistere personaggio peggiore di Arturito, ma nella quarta stagione Gandìa riesce a liberarsi  #LaCasaDePapel https://t.co/JlM8j2d9Dd",Twitter for iPhone,140,6,0,LaCasaDePapel
x1151279928723353602,x1246525054701244417,2020-04-04 19:48:27,loveshepherds_,"Volevo solo dire ai produttori che non avevano bisogno di far cantare a Berlino/Pedro Alonso un’altra canzone, noi ci eravamo innamorati della sua voce qui #LaCasaDePapel https://t.co/jcpPgCWsYM",Twitter for iPhone,170,1,2,LaCasaDePapel
x1151279928723353602,x1246528841780211712,2020-04-04 20:03:29,loveshepherds_,"Tweet di apprezzamento per chi aveva sottovalutato tantissimo, e invece poi.. #LaCasaDePapel https://t.co/rqY6C2HLbY",Twitter for iPhone,92,89,10,LaCasaDePapel
x1151279928723353602,x1246443577980354561,2020-04-04 14:24:41,loveshepherds_,"Palermo che bacia il professore, Bogotà e Marsiglia, Berlino. Tutto ciò è un capolavoro. #LaCasaDePapel https://t.co/lh3Bg7W3vW",Twitter for iPhone,103,53,10,LaCasaDePapel
x294596126,x1247643936593711105,2020-04-07 21:54:29,francy97inter,"Ok molte cose un po’ surreali più che altro perché diventano troppe le coincidenze che devono verificarsi affinché vada tutto come previsto, PERÒ QUANTO MI GASA #LCDP #LaCasaDePapel #LCDP4",Twitter for iPhone,188,0,0,LCDP LaCasaDePapel LCDP4
x294596126,x1247642280028143617,2020-04-07 21:47:54,francy97inter,"Comunque sarà ma io Tokyo non riesco a farmela stare antipatica, anzi  #LCDP #LaCasaDePapel #LCDP4",Twitter for iPhone,98,1,0,LCDP LaCasaDePapel LCDP4
x294596126,x1247642048385220618,2020-04-07 21:46:59,francy97inter,"HO APPENA FINITO LA CASA DI CARTA. Ok nulla come le prime due stagioni, in questa 4ª parte gli episodi centrali di livello medio, mentre nelle altre parti erano livello top. Ma raga a me sta serie mette una carica pazzesca, soprattutto l’ultimo episodio. #LCDP #LaCasaDePapel",Twitter for iPhone,275,1,0,LCDP LaCasaDePapel
x255962068,x1247638408891174912,2020-04-07 21:32:31,OFlOUCHOS,Arturito che ha un o*gasmo appena vedendo Monica dopo aver saputo che non è morta mentre sono entrambi ostaggi #lacasadepapel https://t.co/6k9xjcMmtD,Twitter for Android,125,1,1,lacasadepapel
x1168458409697513475,x1246158552462503937,2020-04-03 19:32:06,martiinaass_,Scusate ma mo sto al 6 e non so se riesco a continuare a vederla voglio piangere #LaCasaDePapel4 #LCDP #LaCasaDePapel #LCDP4 https://t.co/gMgM6E1uMd,Twitter for Android,124,2,0,LaCasaDePapel4 LCDP LaCasaDePapel LCDP4
x1168458409697513475,x1246202104097669126,2020-04-03 22:25:09,martiinaass_,"Vi presento Rio, un bimbo. Proteggetemelo. #LaCasaDePapel4 #LaCasaDePapel #LCDP #LCPD4 #lacasadicarta4 #LaCasadicarta https://t.co/joJ7sEOCiG",Twitter for Android,117,6,0,LaCasaDePapel4 LaCasaDePapel LCDP LCPD4 lacasadicarta4 LaCasadicarta
x1168458409697513475,x1246144079840399360,2020-04-03 18:34:35,martiinaass_,"Scusate ma io sto al 5 episodio e sto tremando me sta a prende un'ansia, la tachicardia MA CHE SE FA COSÌ
#LCDP4 #LaCasaDePapel",Twitter for Android,127,0,0,LCDP4 LaCasaDePapel
x1168458409697513475,x1246196335935619073,2020-04-03 22:02:14,martiinaass_,"SPOILER
. 
. 
. 
scusate ma nessuno parla di questa scena? Palermo mi ha fatto troppa tenerezza mi piange il cuore.<U+0001F97A> #LaCasaDePapel4 #lacasadicarta4 #LaCasaDePapel #LCDP #LCPD4 https://t.co/X4LL1W3zNq",Twitter for Android,176,14,2,LaCasaDePapel4 lacasadicarta4 LaCasaDePapel LCDP LCPD4
x1168458409697513475,x1246198986349916162,2020-04-03 22:12:46,martiinaass_,"SPOILER
.
.
.
io non ce la faccio mamma mia quanto hanno sofferto sti due<U+0001F97A> (li shippo troppo) #LaCasaDePapel4 #lacasadicarta4 #LaCasaDePapel #LCDP #LCPD4 https://t.co/9GHlchUj76",Twitter for Android,153,4,0,LaCasaDePapel4 lacasadicarta4 LaCasaDePapel LCDP LCPD4
x1168458409697513475,x1246522797339422722,2020-04-04 19:39:28,martiinaass_,"Qual è la frase più usata in La Casa Di Carta? E perché proprio ""figlio di puttana""?
#LaCasaDePapel4 #LaCasaDePapel #LCDP4 #lacasadicarta4",Twitter for Android,138,5,1,LaCasaDePapel4 LaCasaDePapel LCDP4 lacasadicarta4
x1168458409697513475,x1247634527524184072,2020-04-07 21:17:05,martiinaass_,Scusate ma nessuno parla di quanto sia figo Matias? #LaCasaDePapel4 #lacasadicarta4 #LaCasaDePapel #LCDP https://t.co/3z64X3tYP6,Twitter for Android,104,2,0,LaCasaDePapel4 lacasadicarta4 LaCasaDePapel LCDP
x1168458409697513475,x1246191435352768512,2020-04-03 21:42:45,martiinaass_,MA IL FINALE È LEGALE? NO PERCHÉ IO ESIGO UNA 5 STAGIONE TIPO DOMANI. #LaCasaDePapel4 #LaCasaDePapel #LCDP #LCPD4 #lacasadicarta4 #LaCasadicarta,Twitter for Android,144,10,0,LaCasaDePapel4 LaCasaDePapel LCDP LCPD4 lacasadicarta4 LaCasadicarta
x2191116685,x1247632383559565319,2020-04-07 21:08:34,fedefeda,"Piton mi ricorda Berlino, tanto odiato all’inizio quanto amato alla fine <U+0001F940><U+0001F5A4> #harrypottereidonidellamorte #lacasadicarta #HarryPotter #LaCasaDePapel",Twitter for iPhone,147,1,0,harrypottereidonidellamorte lacasadicarta HarryPotter LaCasaDePapel
x2191116685,x1246609721936818177,2020-04-05 01:24:53,fedefeda,"In una giornata ci sono 24 ore 
12 le passo cantando “ti aaaaaamo, un soldo, ti aaaaamo, in aria, ti aaaaamo” 
Le restanti 12 vado con “cerco un centro di gravità permanenteeeeee che non mi faccia mai cambiare idea sulle coseee sulla  genteeee” 
#LaCasaDePapel @NetflixIT https://t.co/CA7z2M9F96",Twitter for iPhone,271,1,1,LaCasaDePapel
x1016038138299518976,x1247631213579337728,2020-04-07 21:03:55,PaolaCampini,FANDON DI HARRY POTTER CAGATE PIÙ IL CAZZO DI ARTURITO SCUSATE MA QUALCUNO DOVEVA DIRLO #HarryPotter #LaCasaDePapel,Twitter for iPhone,115,2,1,HarryPotter LaCasaDePapel
x3310680765,x1247626724805918722,2020-04-07 20:46:05,_scansafatiche_,"#LaCasadicarta è la serie più sopravvalutata degli ultimi anni

#LCDP4 #LaCasaDePapel",Twitter for Android,85,1,0,LaCasadicarta LCDP4 LaCasaDePapel
x269839231,x1247623484211109891,2020-04-07 20:33:13,I_Am_Nessuno,"""bella bella ciao"" or ""bum bum ciao"", choose visely #lacasadepapel #moneyheist #destiny #timetochoose #theend #finalroad",Twitter Web App,120,0,0,lacasadepapel moneyheist destiny timetochoose theend finalroad
x843480769960071170,x1247623267445284864,2020-04-07 20:32:21,millennials_it,"<U+0001F4FA> #LaCasaDePapel, online la nostra recensione della quarta stagione. Il professore e la banda più amata dal pubblico Netflix sono finalmente tornati. Su https://t.co/BINyJpvBPA ne parliamo con il nostro Thomas!

#Millennials #LCDP4 https://t.co/fBLqv5SfmB",Twitter for iPhone,231,0,0,LaCasaDePapel Millennials LCDP4
x618809989,x1247623174919000067,2020-04-07 20:31:59,_DeoAme_,"Raga comunque io non avevo mai visto #lacasadicarta, e me lo sto guardando proprio in 'sti giorni di quarantena, ma... Il professore che razza di genio è? Impressionante.
@lacasadepapel #lacasadicarta4 #lacasadepapel #bellaciao.",Twitter Web App,228,1,0,lacasadicarta lacasadicarta4 lacasadepapel bellaciao
x749493072,x1247619427996184577,2020-04-07 20:17:05,Atzuki97,"Raga scusate ma dovevo.
Anche se non gli somiglia. 

#Berlino <U+2764><U+FE0F>

#lacasadicarta4 #LaCasaDePapel4 #lacasadicarta #LCDP4 #LCDP #lacasadepapel https://t.co/XeYfJbBfce",Twitter for Android,140,8,0,Berlino lacasadicarta4 LaCasaDePapel4 lacasadicarta LCDP4 LCDP lacasadepapel
x1242507268999901185,x1247619235397783554,2020-04-07 20:16:20,kirtan___,"Bella Ciao 
Bella Ciao 
Bella Ciao Ciao Ciao
Stuck in my head...
#LaCasaDePapel #MoneyHeist",Twitter for Android,91,4,1,LaCasaDePapel MoneyHeist
x2480440386,x1247254245847568385,2020-04-06 20:05:59,EmanueleMazza16,Ho appena guardato S04E01 di Money Heist! #lacasadepapel  #tvtime https://t.co/iuXVX3z9BP https://t.co/KO2dz70Ukc,"TV Time, TV show tracker",89,0,0,lacasadepapel tvtime
x2480440386,x1247616124575002624,2020-04-07 20:03:58,EmanueleMazza16,Ho appena guardato S04E08 di Money Heist! #lacasadepapel  #tvtime https://t.co/cWpEe86p1t https://t.co/M8sajHN3Vb,"TV Time, TV show tracker",89,0,0,lacasadepapel tvtime
x4026846173,x1247613524349718529,2020-04-07 19:53:38,CauseimtherealG,"Adoro @Najwa_Nimri <U+2764><U+FE0F>
È una figlia di puttana in qualsiasi ruolo che interpreta #LaCasaDePapel #VisAVis #IspettriceSierra #Zulema https://t.co/MZ4N3UIByF",Twitter for Android,129,0,0,LaCasaDePapel VisAVis IspettriceSierra Zulema
x1911499334,x1247611774087630848,2020-04-07 19:46:41,SoulFood_Voices,"In soli due giorni.... 
GRAZIEEEEEEEEEE

#soulfoodvocalist #effettosoulfood #fratellicapriglione 
#lacasadepapel #lacasadicarta #ceciliakrull #tonesandi #tonesandidancemonkey 
#musica #singers #singing #cantanti… https://t.co/ylgwMFXnqu",Instagram,236,0,0,soulfoodvocalist effettosoulfood fratellicapriglione lacasadepapel lacasadicarta ceciliakrull tonesandi tonesandidancemonkey musica singers singing cantanti
x1096537427769020422,x1247608732416163842,2020-04-07 19:34:35,daanielabar,"Cara Rai,
Potresti evitare le pubblicità sulla nuova stagione de #LaCasaDePapel per favore? Io devo ancora riprendermi grazie e arrivederci",Twitter for iPhone,139,0,0,LaCasaDePapel
x1096537427769020422,x1246851565501272068,2020-04-05 17:25:53,daanielabar,Qualcuno ha per caso trovato un modo per superare questa stagione? Perché io sono messa male #LCDP4 #LaCasaDePapel,Twitter for iPhone,114,1,1,LCDP4 LaCasaDePapel
x1125340029377818624,x1247605980415832064,2020-04-07 19:23:39,ania_xx_xx,"#LaCasaDePapel E se muoio da partigiano O Bella ciao, Bella ciao, Bella ciao ciao ciao E se io muoio da partigiano Tu mi devi seppellir https://t.co/03jNSvI05y",Twitter for Android,135,1,0,LaCasaDePapel
x269932918,x1247605256613253125,2020-04-07 19:20:47,Azzo10,"Ho sbranato anche la 4 stagione de #LaCasaDePapel , uno spettacolo pazzesco. Tamarra, superba, triste, esaltante, esagerata. Uscitemi subito la 5. @lacasadepapel",Twitter for iPhone,161,0,0,LaCasaDePapel
x2151118633,x1247604277880786947,2020-04-07 19:16:53,imintoxicatedd,"Solo io avrei voluto tantissimo una storia tra Berlino e Palermo?! 

Scusate, da qualche parte dovevo scriverlo 
#lacasadicarta4 #LaCasaDePapel4 #lacasadicarta #lacasadepapel #Netflix @LaCasaDePapelTV @NetflixIT @netflix",Twitter for iPhone,220,7,2,lacasadicarta4 LaCasaDePapel4 lacasadicarta lacasadepapel Netflix
x2201763026,x1247602040420909063,2020-04-07 19:08:00,littledisangie,"Ma a Libero che cazzo di problemi hanno esattamente?

#LaCasadicarta 
#LaCasaDePapel https://t.co/6GA7lCDPF5",Twitter for Android,84,5,0,LaCasadicarta LaCasaDePapel
x455563662,x1247599322839093250,2020-04-07 18:57:12,EnricoZoi,now #serietv La Casa di Carta 2 #Netflix @il_trillo @SerieTvserie @AmorexleserieTV #TVseries @NetflixIT #tvtime @lacasadepapel #LaCasaDePapel https://t.co/aYvFazqB8G,Twitter Web App,141,0,0,serietv Netflix TVseries tvtime LaCasaDePapel
x455563662,x1246145867624701952,2020-04-03 18:41:41,EnricoZoi,now #serietv La Casa di Carta 1 #Netflix @il_trillo @SerieTvserie @AmorexleserieTV #TVseries @NetflixIT #tvtime @lacasadepapel #LaCasaDePapel https://t.co/bRAaYXIkjk,Twitter Web App,141,0,0,serietv Netflix TVseries tvtime LaCasaDePapel
x455563662,x1246508435056836609,2020-04-04 18:42:24,EnricoZoi,now #serietv La Casa di Carta 1 #Netflix @il_trillo @SerieTvserie @AmorexleserieTV #TVseries @NetflixIT #tvtime @lacasadepapel #LaCasaDePapel https://t.co/B080DCN7Xv,Twitter Web App,141,0,0,serietv Netflix TVseries tvtime LaCasaDePapel
x2163174636,x1246454599411798016,2020-04-04 15:08:29,beamasterpiece,Io questa parte non la supererò mai. #LaCasaDePapel #LCDP4 https://t.co/xbvrhThLVG,Twitter for Android,58,5,0,LaCasaDePapel LCDP4
x2163174636,x1246456853871149061,2020-04-04 15:17:26,beamasterpiece,"SPOILER

Tra i momenti più belli c'è sicuramente il flashback di Berlino e Palermo #LaCasaDePapel https://t.co/NX1SNMWFLh",Twitter for Android,97,518,100,LaCasaDePapel
x2163174636,x1246573931290660864,2020-04-04 23:02:40,beamasterpiece,"SPOILER <U+0001F6A8>

C'è chi durante questa scena ha pianto, e poi ci sono io, io mi sono proprio disperata. #LaCasaDePapel #LCDP4 https://t.co/6G9Or6QnKh",Twitter for Android,120,2,0,LaCasaDePapel LCDP4
x2163174636,x1247598897918283776,2020-04-07 18:55:31,beamasterpiece,"SPOILER

Ma quanto è stato bello questo momento? Io ancora non mi riprendo da Nairobi #LaCasaDePapel https://t.co/tiks6kmshZ",Twitter for Android,100,10,3,LaCasaDePapel
x2163174636,x1246137134693732353,2020-04-03 18:06:59,beamasterpiece,"Fine sesta puntata.
Sono in una valle di lacrime #LaCasaDePapel #LCDP4",Twitter for Android,70,0,0,LaCasaDePapel LCDP4
x2163174636,x1246576335209803777,2020-04-04 23:12:13,beamasterpiece,"SPOILER <U+0001F6A8>

Alcune scene mi hanno davvero spezzato il cuore. Una tra tante anche quella in cui Palermo ed Helsinki, stracolmi di dolori, si presentato e si abbracciano. #LaCasaDePapel #LCDP4",Twitter for Android,189,2,0,LaCasaDePapel LCDP4
x2163174636,x1246572850506588165,2020-04-04 22:58:22,beamasterpiece,Io ogni volta che c'è un flashback in cui appare Berlino <U+2764><U+FE0F> #LaCasaDePapel #LCDP4 https://t.co/IIwMx3f1Is,Twitter for Android,81,1,0,LaCasaDePapel LCDP4
x2163174636,x1246125838292090880,2020-04-03 17:22:06,beamasterpiece,Ma questa quarta stagione è una sofferenza esagerata. #LaCasaDePapel,Twitter for Android,68,1,0,LaCasaDePapel
x2163174636,x1246454235186761728,2020-04-04 15:07:02,beamasterpiece,Io ho appena finito...voi tutto bene? #LaCasaDePapel #LCDP4,Twitter for Android,59,0,0,LaCasaDePapel LCDP4
x2163174636,x1247137005944872961,2020-04-06 12:20:07,beamasterpiece,"Tweet di apprezzamento per Alvaro Morte di cui si parla troppo poco.
Il professore è il professore. #LaCasaDePapel #LCDP4 https://t.co/xqC7v8VvGD",Twitter for Android,121,16,5,LaCasaDePapel LCDP4
x2163174636,x1246482201673334786,2020-04-04 16:58:10,beamasterpiece,"""Tutti ci portiamo dentro un cecchino che mira al cuore, ma il vero terrore arriva quando il proiettile non colpisce te, ma qualcuno che ami.""
 #LaCasaDePapel",Twitter for Android,158,0,0,LaCasaDePapel
x366161383,x1247597658803507203,2020-04-07 18:50:35,LumossNoxx,Ed adesso c’è da aspettare un altro anno.. #LaCasaDePapel,Twitter for iPhone,57,0,0,LaCasaDePapel
x1197468253280514048,x1247597410840383488,2020-04-07 18:49:36,maaczfit,"bella ciao, bella ciao, bella ciao ciao ciao #BellaCiao #LaCasaDePapel #Netflix",Twitter Web App,79,0,0,BellaCiao LaCasaDePapel Netflix
x773667812770476032,x1247596386826289160,2020-04-07 18:45:32,Qoseoglu7,"<U+0001F4E2> Cia Bella 
 #LaCasaDePapel https://t.co/3FS026FHRD",Twitter for Android,28,3,0,LaCasaDePapel
x1118868261628727297,x1247593391027822592,2020-04-07 18:33:38,Muhammad_Omer18,"Bella ciao - La casa de papel - Saxophone <U+0001F3B7> By me

#bellaciao #lacasadepapel #Italya #melody #saxophone #music #musically #musician #musiclife #musiclifestyle #youtube #life #live https://t.co/QOeq5Zj6iW",Twitter for Android,179,0,0,bellaciao lacasadepapel Italya melody saxophone music musically musician musiclife musiclifestyle youtube life live
x1224827856393592832,x1247592103066157058,2020-04-07 18:28:31,lorenabvv,Oh bella ciao <U+26A1><U+FE0F> #lacasadepapel https://t.co/V4xDHH0KY3,Twitter for iPhone,31,9,0,lacasadepapel
x255152135,x1247588270814498816,2020-04-07 18:13:17,camillavaamare,#LaCasadicarta #LaCasaDePapel #harrypottereidonidellamorte #harrypotter si ok voi pensate a la casa di carta ma vuoi mettere cn hpdoggi l'ultimo hp https://t.co/PCwN5fAZ20,Twitter Web App,147,0,0,LaCasadicarta LaCasaDePapel harrypottereidonidellamorte harrypotter
x792715426358788096,x1246766606077788160,2020-04-05 11:48:17,bee_yotch,"La polizia che pensa davvero di avere una chance di vincere dopo essersi messa contro Alicia Sierra
#LaCasaDePapel https://t.co/NB0tHQWH4i",Twitter for Android,114,8,0,LaCasaDePapel
x792715426358788096,x1247587889757786121,2020-04-07 18:11:46,bee_yotch,"Berlino non mi è mai piaciuto, ho appena letto che ha stuprato Adriana nella S1 e io l'avevo completamente rimosso (perdonatemi ma sono passati più di 2 anni) e ora capisco da dove viene il mio odio nei suoi confronti   
#LaCasaDePapel",Twitter for Android,235,1,0,LaCasaDePapel
x46684141,x1247587111546556417,2020-04-07 18:08:41,djaniceto,"Sono con Paolo #Brosio , non è giusto che Conte si sia affidato alla scienza e non ha Gesù #COVID #7aprile #lockdowneffect #LaCasaDePapel #LaCasadicarta #lacasadicarta4 https://t.co/wO8V52RZeT",Twitter for iPhone,168,18,20,Brosio COVID 7aprile lockdowneffect LaCasaDePapel LaCasadicarta lacasadicarta4
x46684141,x1246562903278473216,2020-04-04 22:18:50,djaniceto,Che Dio Abbi in gloria quell’anima pura e candida di #Salvini Solo un angelo come lui poteva invitare tutti in Chiesa a Pasqua #covid_19italia #COVID2019 #LaCasaDePapel,Twitter for iPhone,168,270,65,Salvini covid_19italia COVID2019 LaCasaDePapel
x4926889409,x1247587051169595392,2020-04-07 18:08:26,AdrianaXOTWO,Se nella prossima stagione non muore Arturito mi rifiuto di guardarla #LaCasadicarta #LaCasaDePapel,Twitter for iPhone,99,1,0,LaCasadicarta LaCasaDePapel
x4926889409,x1246894172738670593,2020-04-05 20:15:11,AdrianaXOTWO,Siamo tutti d’accordo che i personaggi migliori rimangono Nairobi e Berlino? #LaCasaDePapel4 #LaCasadicarta #LaCasaDePapel,Twitter for iPhone,122,2,0,LaCasaDePapel4 LaCasadicarta LaCasaDePapel
x1087042211022323716,x1247263423764856832,2020-04-06 20:42:27,Rajaebouzi,Palermo che soffre per Berlino. #LaCasaDePapel https://t.co/FJYZXOwcwZ,Twitter for iPhone,46,17,0,LaCasaDePapel
x1087042211022323716,x1247290349640433665,2020-04-06 22:29:27,Rajaebouzi,Ho appena finito #LaCasaDePapel....... https://t.co/4tpmmvtJ0f,Twitter for iPhone,38,4,0,LaCasaDePapel
x1087042211022323716,x1246487150654259202,2020-04-04 17:17:49,Rajaebouzi,Anche io TI AMOOOOO. Risuscitatelo subito <U+0001F62D> #LaCasaDePapel https://t.co/8SXMQYXUhJ,Twitter for iPhone,58,1,0,LaCasaDePapel
x1087042211022323716,x1246544724112084992,2020-04-04 21:06:36,Rajaebouzi,Quindi mi state dicendo che Nairobi e Bogotà non avranno una fine. #LaCasaDePapel https://t.co/w0dsDZpuvR,Twitter for iPhone,81,307,32,LaCasaDePapel
x1087042211022323716,x1246900583258349572,2020-04-05 20:40:39,Rajaebouzi,Nairobi voleva un figlio dal Professore. #LaCasaDePapel https://t.co/bt3NcT1Eku,Twitter for iPhone,55,19,1,LaCasaDePapel
x1087042211022323716,x1247586862560141319,2020-04-07 18:07:41,Rajaebouzi,Io che aspetto a capire e a guardare come usciranno dalla Banca di Spagna. #LaCasaDePapel https://t.co/wVAzW3VqR6,Twitter for iPhone,89,6,1,LaCasaDePapel
x1196014431467114496,x1247584263630979073,2020-04-07 17:57:22,nilayse_,Bella ciao ciao ciaooo <U+0001F3B6> #LaCasaDePapel https://t.co/mAgwv8lOvz,Twitter for Android,39,1,0,LaCasaDePapel
x1174392110692388865,x1247583289927446531,2020-04-07 17:53:29,_tvserieously,"Visto che la maggior parte di voi ha detto di aver finito di vedere #LaCasaDePapel4 vi diamo appuntamento a stasera per un nuovo sondaggio che decreterà, considerando tutte e 4 le stagioni, IL MIGLIOR PERSONAGGIO DELLA CASA DI CARTA!
Vi aspettiamo <U+0001F921>
#LaCasaDePapel #tvserieously https://t.co/dSmiANupzV",Twitter for Android,278,10,0,LaCasaDePapel4 LaCasaDePapel tvserieously
x2151768416,x1247580957126819843,2020-04-07 17:44:13,SandroEHD,¡Visto! Anatomy Lesson (S04E03) of  #lacasadepapel  #tvtime https://t.co/CGpExe0rix https://t.co/emyfp5s0SR,"TV Time, TV show tracker",83,0,0,lacasadepapel tvtime
x83370868,x1247576434018787329,2020-04-07 17:26:15,Immortalover89,Quanto mi sta sulle palle Tokyo non è esprimibile a parole #LaCasadicarta #LaCasaDePapel https://t.co/uqd7Lggndo,Twitter for Android,88,3,0,LaCasadicarta LaCasaDePapel
x603556085,x1246931605760991232,2020-04-05 22:43:56,TheQuiffOfZayn,"#LaCasaDePapel <U+0001F60D>
“O bella ciao, bella ciao, bella ciao, ciao, ciao. É se io muoio da partigiano, tu mi devi seppellir” https://t.co/R1DfHBio1U",Twitter Web App,118,1,0,LaCasaDePapel
x603556085,x1246716754459594753,2020-04-05 08:30:11,TheQuiffOfZayn,Sono alla 6 puntata della prima stagione de #LaCasaDePapel ...non trovare spoiler è difficile <U+0001F622>,Twitter Web App,95,1,0,LaCasaDePapel
x603556085,x1247575429327790082,2020-04-07 17:22:15,TheQuiffOfZayn,"Per me l’amore, il legame tra Rio e Tokio è bellissimo #LaCasaDePapel #LaCasadicarta",Twitter Web App,84,1,1,LaCasaDePapel LaCasadicarta
x382702478,x1247573685940125704,2020-04-07 17:15:20,rtottinho,"o partigiano portami via bella ciao bella ciao bella ciao ciao ciao ciao
#MoneyHeist #LaCasaDePapel",Twitter for iPhone,99,0,0,MoneyHeist LaCasaDePapel
x1004145227182039040,x1246400860915204096,2020-04-04 11:34:56,elitelcdp,QUESTA SERIA HA IL MIO CUORE E SEMPRE LO AVRA<U+0001F60D><U+0001F62D><U+0001F62D> #LaCasaDePapel,Twitter for iPhone,63,0,0,LaCasaDePapel
x1004145227182039040,x1246449360218599427,2020-04-04 14:47:40,elitelcdp,"Perché non si parla di Marsiglia come  si dovrebbe fare,ha salto il culo a tutti! #LaCasaDePapel https://t.co/Rcgm6h4IQJ",Twitter for iPhone,96,582,70,LaCasaDePapel
x1004145227182039040,x1247570844924162051,2020-04-07 17:04:02,elitelcdp,Mi mancano! #EliteNetflix  #LaCasaDePapel https://t.co/q7gNzbVeC1,Twitter for iPhone,41,12,1,EliteNetflix LaCasaDePapel
x1004145227182039040,x1246400683600941056,2020-04-04 11:34:14,elitelcdp,SAPPIATE CHE AVETE TUTTO IL MIO ODIO PROFONDO  #LaCasaDePapel https://t.co/SSp8skiiqS,Twitter for iPhone,61,551,95,LaCasaDePapel
x1004145227182039040,x1247158488351965184,2020-04-06 13:45:29,elitelcdp,Scusatemi ma Palermo vestito così e troppo<U+0001F924><U+2728><U+0001F602> #LaCasaDePapel4 #LaCasaDePapel https://t.co/azepVMjpGP,Twitter for iPhone,76,0,0,LaCasaDePapel4 LaCasaDePapel
x1061592126117634048,x1247139983766573056,2020-04-06 12:31:57,SVespy13,"Baby Denvy puccioso,che prepara il cuoricino da dare a Stoccolma,ma poi non glielo dà,perchè pensa che lei si stia innamorando di Rio<U+0001F494><U+2764><U+0001F494><U+2764><U+0001F494><U+2764><U+0001F494><U+2764><U+0001F494><U+2764><U+0001F494><U+2764><U+0001F494><U+2764>
#LaCasaDePapel #LaCasadicarta https://t.co/QCwhUWxCKW",Twitter Web App,177,1,0,LaCasaDePapel LaCasadicarta
x1061592126117634048,x1247567177416409088,2020-04-07 16:49:28,SVespy13,"Cioè ma quindi,davvero mi state dicendo che il disegno lo ha fatto veramente Pedro totalmente ad cazzum?!?!?!<U+2764><U+0001F60D>
Watch me adorare ""Passione per Juanito"" ancora di più
#LaCasaDePapel4 #LaCasaDePapel https://t.co/kJURW1JU6D",Twitter Web App,196,5,1,LaCasaDePapel4 LaCasaDePapel
x1061592126117634048,x1246881313363197952,2020-04-05 19:24:05,SVespy13,"#LaCasadicarta ep.4x05 presenta:«Berlino passione disegno,drawing""Passione per Juanito""»<U+2764> Ma soprattutto,in this picture,we can see entrambi i miei protetti Berly e Denvy,quindi amo tantissimo!<U+2764>
#LaCasaDePapel  #LaCasaDePapel4 https://t.co/7OZFWiQak7",Twitter Web App,226,0,0,LaCasadicarta LaCasaDePapel LaCasaDePapel4
x1229053319387271169,x1246137786178174976,2020-04-03 18:09:35,netflixpills,Quando finisci in una sola giornata #LaCasaDePapel4 <U+0001F631><U+0001F60D> #LaCasaDePapel #Netflix #CasaDePapel4 #Lacasadicarta https://t.co/eVPCjnulHI,Twitter for iPhone,107,9,4,LaCasaDePapel4 LaCasaDePapel Netflix CasaDePapel4 Lacasadicarta
